"時点","地域コード","地域","延べ宿泊者数（総数）【人泊】","注記"
"2019年6月","11000","埼玉県","436950",""
"2019年7月","11000","埼玉県","451420",""
"2019年8月","11000","埼玉県","524750",""
"2019年9月","11000","埼玉県","440340",""
"2019年10月","11000","埼玉県","433940",""
"2019年11月","11000","埼玉県","463550",""
"2019年12月","11000","埼玉県","462550",""
"2020年1月","11000","埼玉県","368420","速報"
"2020年2月","11000","埼玉県","343300","速報"
"2020年3月","11000","埼玉県","286140","速報"
"2020年4月","11000","埼玉県","166980","速報"
"2020年5月","11000","埼玉県","142300","速報"
"2020年6月","11000","埼玉県","187990","速報"
"2020年7月","11000","埼玉県","195140","速報"
"2020年8月","11000","埼玉県","290550","速報"
"2020年9月","11000","埼玉県","260450","速報"
"2020年10月","11000","埼玉県","295750","速報"
"2020年11月","11000","埼玉県","325430","速報"
"2020年12月","11000","埼玉県","310840","速報"
"2007年1月","12000","千葉県","1077960",""
"2007年2月","12000","千葉県","1127670",""
"2007年3月","12000","千葉県","1435120",""
"2007年4月","12000","千葉県","1201030",""
"2007年5月","12000","千葉県","1202800",""
"2007年6月","12000","千葉県","1077270",""
"2007年7月","12000","千葉県","1206010",""
"2007年8月","12000","千葉県","1656040",""
"2007年9月","12000","千葉県","1172240",""
"2007年10月","12000","千葉県","1212800",""
"2007年11月","12000","千葉県","1185580",""
"2007年12月","12000","千葉県","1241090",""
"2008年1月","12000","千葉県","1050510",""
"2008年2月","12000","千葉県","1115380",""
"2008年3月","12000","千葉県","1389400",""
"2008年4月","12000","千葉県","1197150",""
"2008年5月","12000","千葉県","1254250",""
"2008年6月","12000","千葉県","1117680",""
"2008年7月","12000","千葉県","1304400",""
"2008年8月","12000","千葉県","1614280",""
"2008年9月","12000","千葉県","1163940",""
"2008年10月","12000","千葉県","1208350",""
"2008年11月","12000","千葉県","1200780",""
"2008年12月","12000","千葉県","1239520",""
"2009年1月","12000","千葉県","1203400",""
"2009年2月","12000","千葉県","1139020",""
"2009年3月","12000","千葉県","1531790",""
"2009年4月","12000","千葉県","1205640",""
"2009年5月","12000","千葉県","1216610",""
"2009年6月","12000","千葉県","1042470",""
"2009年7月","12000","千葉県","1331350",""
"2009年8月","12000","千葉県","1751150",""
"2009年9月","12000","千葉県","1279780",""
"2009年10月","12000","千葉県","1298940",""
"2009年11月","12000","千葉県","1210270",""
"2009年12月","12000","千葉県","1311590",""
"2010年1月","12000","千葉県","1348320",""
"2010年2月","12000","千葉県","1434400",""
"2010年3月","12000","千葉県","1864010",""
"2010年4月","12000","千葉県","1426460",""
"2010年5月","12000","千葉県","1493320",""
"2010年6月","12000","千葉県","1338870",""
"2010年7月","12000","千葉県","1539800",""
"2010年8月","12000","千葉県","1986770",""
"2010年9月","12000","千葉県","1455160",""
"2010年10月","12000","千葉県","1565510",""
"2010年11月","12000","千葉県","1419690",""
"2010年12月","12000","千葉県","1486150",""
"2011年1月","12000","千葉県","1395520",""
"2011年2月","12000","千葉県","1433540",""
"2011年3月","12000","千葉県","959120",""
"2011年4月","12000","千葉県","619100",""
"2011年5月","12000","千葉県","1004120",""
"2011年6月","12000","千葉県","1038870",""
"2011年7月","12000","千葉県","1449740",""
"2011年8月","12000","千葉県","2019030",""
"2011年9月","12000","千葉県","1459760",""
"2011年10月","12000","千葉県","1535680",""
"2011年11月","12000","千葉県","1478360",""
"2011年12月","12000","千葉県","1566830",""
"2012年1月","12000","千葉県","1429240",""
"2012年2月","12000","千葉県","1388950",""
"2012年3月","12000","千葉県","1869970",""
"2012年4月","12000","千葉県","1619290",""
"2012年5月","12000","千葉県","1668410",""
"2012年6月","12000","千葉県","1546800",""
"2012年7月","12000","千葉県","1637720",""
"2012年8月","12000","千葉県","2197710",""
"2012年9月","12000","千葉県","1509360",""
"2012年10月","12000","千葉県","1460620",""
"2012年11月","12000","千葉県","1453630",""
"2012年12月","12000","千葉県","1540250",""
"2013年1月","12000","千葉県","1412800",""
"2013年2月","12000","千葉県","1438410",""
"2013年3月","12000","千葉県","1844150",""
"2013年4月","12000","千葉県","1595090",""
"2013年5月","12000","千葉県","1675890",""
"2013年6月","12000","千葉県","1546970",""
"2013年7月","12000","千葉県","1871690",""
"2013年8月","12000","千葉県","2384130",""
"2013年9月","12000","千葉県","1699320",""
"2013年10月","12000","千葉県","1611350",""
"2013年11月","12000","千葉県","1635810",""
"2013年12月","12000","千葉県","1682980",""
"2014年1月","12000","千葉県","1539370",""
"2014年2月","12000","千葉県","1496360",""
"2014年3月","12000","千葉県","1946020",""
"2014年4月","12000","千葉県","1731850",""
"2014年5月","12000","千葉県","1759160",""
"2014年6月","12000","千葉県","1589210",""
"2014年7月","12000","千葉県","1876830",""
"2014年8月","12000","千葉県","2341830",""
"2014年9月","12000","千葉県","1630920",""
"2014年10月","12000","千葉県","1757360",""
"2014年11月","12000","千葉県","1746780",""
"2014年12月","12000","千葉県","1785570",""
"2015年1月","12000","千葉県","1706760",""
"2015年2月","12000","千葉県","1699420",""
"2015年3月","12000","千葉県","2116330",""
"2015年4月","12000","千葉県","1802520",""
"2015年5月","12000","千葉県","1983470",""
"2015年6月","12000","千葉県","1732880",""
"2015年7月","12000","千葉県","1961510",""
"2015年8月","12000","千葉県","2325440",""
"2015年9月","12000","千葉県","1821170",""
"2015年10月","12000","千葉県","1837950",""
"2015年11月","12000","千葉県","1764770",""
"2015年12月","12000","千葉県","1821300",""
"2016年1月","12000","千葉県","1587610",""
"2016年2月","12000","千葉県","1615220",""
"2016年3月","12000","千葉県","1999970",""
"2016年4月","12000","千葉県","1781990",""
"2016年5月","12000","千葉県","1779760",""
"2016年6月","12000","千葉県","1629280",""
"2016年7月","12000","千葉県","1985810",""
"2016年8月","12000","千葉県","2387250",""
"2016年9月","12000","千葉県","1720410",""
"2016年10月","12000","千葉県","1815110",""
"2016年11月","12000","千葉県","1760380",""
"2016年12月","12000","千葉県","1818080",""
"2017年1月","12000","千葉県","1817210",""
"2017年2月","12000","千葉県","1750210",""
"2017年3月","12000","千葉県","2234380",""
"2017年4月","12000","千葉県","1974840",""
"2017年5月","12000","千葉県","2006800",""
"2017年6月","12000","千葉県","1878340",""
"2017年7月","12000","千葉県","2240950",""
"2017年8月","12000","千葉県","2702600",""
"2017年9月","12000","千葉県","1968610",""
"2017年10月","12000","千葉県","2031490",""
"2017年11月","12000","千葉県","1977040",""
"2017年12月","12000","千葉県","2054030",""
"2018年1月","12000","千葉県","1787990",""
"2018年2月","12000","千葉県","1745850",""
"2018年3月","12000","千葉県","2290360",""
"2018年4月","12000","千葉県","2038620",""
"2018年5月","12000","千葉県","2125780",""
"2018年6月","12000","千葉県","2054290",""
"2018年7月","12000","千葉県","2313840",""
"2018年8月","12000","千葉県","2784580",""
"2018年9月","12000","千葉県","2173300",""
"2018年10月","12000","千葉県","2107810",""
"2018年11月","12000","千葉県","2053380",""
"2018年12月","12000","千葉県","2110260",""
"2019年1月","12000","千葉県","2061230",""
"2019年2月","12000","千葉県","2054430",""
"2019年3月","12000","千葉県","2644550",""
"2019年4月","12000","千葉県","2526380",""
"2019年5月","12000","千葉県","2439930",""
"2019年6月","12000","千葉県","2280250",""
"2019年7月","12000","千葉県","2550460",""
"2019年8月","12000","千葉県","3022100",""
"2019年9月","12000","千葉県","2379900",""
"2019年10月","12000","千葉県","2335030",""
"2019年11月","12000","千葉県","2387550",""
"2019年12月","12000","千葉県","2547300",""
"2020年1月","12000","千葉県","2340920","速報"
"2020年2月","12000","千葉県","1878720","速報"
"2020年3月","12000","千葉県","800330","速報"
"2020年4月","12000","千葉県","453650","速報"
"2020年5月","12000","千葉県","394360","速報"
"2020年6月","12000","千葉県","519630","速報"
"2020年7月","12000","千葉県","871030","速報"
"2020年8月","12000","千葉県","1280540","速報"
"2020年9月","12000","千葉県","1161940","速報"
"2020年10月","12000","千葉県","1361890","速報"
"2020年11月","12000","千葉県","1555920","速報"
"2020年12月","12000","千葉県","1509350","速報"
"2007年1月","13000","東京都","2693010",""
"2007年2月","13000","東京都","2909700",""
"2007年3月","13000","東京都","3305360",""
"2007年4月","13000","東京都","3212150",""
"2007年5月","13000","東京都","3140590",""
"2007年6月","13000","東京都","2962650",""
"2007年7月","13000","東京都","3026850",""
"2007年8月","13000","東京都","3235040",""
"2007年9月","13000","東京都","2958360",""
"2007年10月","13000","東京都","3283250",""
"2007年11月","13000","東京都","3268480",""
"2007年12月","13000","東京都","3187790",""
"2008年1月","13000","東京都","2646790",""
"2008年2月","13000","東京都","2927320",""
"2008年3月","13000","東京都","3192700",""
"2008年4月","13000","東京都","3061720",""
"2008年5月","13000","東京都","3072480",""
"2008年6月","13000","東京都","2765200",""
"2008年7月","13000","東京都","3057210",""
"2008年8月","13000","東京都","3222400",""
"2008年9月","13000","東京都","2841760",""
"2008年10月","13000","東京都","3191560",""
"2008年11月","13000","東京都","3045840",""
"2008年12月","13000","東京都","2933020",""
"2009年1月","13000","東京都","2640750",""
"2009年2月","13000","東京都","2670580",""
"2009年3月","13000","東京都","3195780",""
"2009年4月","13000","東京都","2891170",""
"2009年5月","13000","東京都","2875220",""
"2009年6月","13000","東京都","2566040",""
"2009年7月","13000","東京都","2929740",""
"2009年8月","13000","東京都","3227990",""
"2009年9月","13000","東京都","2863460",""
"2009年10月","13000","東京都","2949730",""
"2009年11月","13000","東京都","2809670",""
"2009年12月","13000","東京都","2907060",""
"2010年1月","13000","東京都","3144700",""
"2010年2月","13000","東京都","3379660",""
"2010年3月","13000","東京都","3894840",""
"2010年4月","13000","東京都","3533450",""
"2010年5月","13000","東京都","3471650",""
"2010年6月","13000","東京都","3204090",""
"2010年7月","13000","東京都","3473040",""
"2010年8月","13000","東京都","3629830",""
"2010年9月","13000","東京都","3267310",""
"2010年10月","13000","東京都","3719450",""
"2010年11月","13000","東京都","3562190",""
"2010年12月","13000","東京都","3631420",""
"2011年1月","13000","東京都","3455180",""
"2011年2月","13000","東京都","3688600",""
"2011年3月","13000","東京都","2888450",""
"2011年4月","13000","東京都","2534050",""
"2011年5月","13000","東京都","2980220",""
"2011年6月","13000","東京都","3162650",""
"2011年7月","13000","東京都","3493340",""
"2011年8月","13000","東京都","3926290",""
"2011年9月","13000","東京都","3708500",""
"2011年10月","13000","東京都","3906770",""
"2011年11月","13000","東京都","3731560",""
"2011年12月","13000","東京都","4052720",""
"2012年1月","13000","東京都","3603450",""
"2012年2月","13000","東京都","3744270",""
"2012年3月","13000","東京都","4333750",""
"2012年4月","13000","東京都","4197890",""
"2012年5月","13000","東京都","4111450",""
"2012年6月","13000","東京都","3916530",""
"2012年7月","13000","東京都","4089570",""
"2012年8月","13000","東京都","4553530",""
"2012年9月","13000","東京都","4071560",""
"2012年10月","13000","東京都","4138500",""
"2012年11月","13000","東京都","4159970",""
"2012年12月","13000","東京都","4269410",""
"2013年1月","13000","東京都","3699160",""
"2013年2月","13000","東京都","3872930",""
"2013年3月","13000","東京都","4500260",""
"2013年4月","13000","東京都","4474220",""
"2013年5月","13000","東京都","4363570",""
"2013年6月","13000","東京都","4185930",""
"2013年7月","13000","東京都","4507610",""
"2013年8月","13000","東京都","4987750",""
"2013年9月","13000","東京都","4381870",""
"2013年10月","13000","東京都","4653190",""
"2013年11月","13000","東京都","4592290",""
"2013年12月","13000","東京都","4605270",""
"2014年1月","13000","東京都","3900860",""
"2014年2月","13000","東京都","3981980",""
