time	country	variable	value
2020-10-01	Comoros	Net Tonnages	0
2020-10-01	Comoros	Net Tonnages (Direct Entrance)	0
2020-11-01	Comoros	Number Of Vessels	0
2020-11-01	Comoros	Number Of Vessel (Direct Entrance)	0
2020-11-01	Comoros	Net Tonnages	0
2020-11-01	Comoros	Net Tonnages (Direct Entrance)	0
2020-12-01	Comoros	Number Of Vessels	0
2020-12-01	Comoros	Number Of Vessel (Direct Entrance)	0
2020-12-01	Comoros	Net Tonnages	0
2020-12-01	Comoros	Net Tonnages (Direct Entrance)	0
2020-01-01	Australia	Number Of Vessels	4
2020-01-01	Australia	Number Of Vessel (Direct Entrance)	4
2020-01-01	Australia	Net Tonnages	126012
2020-01-01	Australia	Net Tonnages (Direct Entrance)	126012
2020-02-01	Australia	Number Of Vessels	3
2020-02-01	Australia	Number Of Vessel (Direct Entrance)	3
2020-02-01	Australia	Net Tonnages	94509
2020-02-01	Australia	Net Tonnages (Direct Entrance)	94509
2020-03-01	Australia	Number Of Vessels	6
2020-03-01	Australia	Number Of Vessel (Direct Entrance)	6
2020-03-01	Australia	Net Tonnages	189018
2020-03-01	Australia	Net Tonnages (Direct Entrance)	189018
2020-04-01	Australia	Number Of Vessels	1
2020-04-01	Australia	Number Of Vessel (Direct Entrance)	1
2020-04-01	Australia	Net Tonnages	31503
2020-04-01	Australia	Net Tonnages (Direct Entrance)	31503
2020-05-01	Australia	Number Of Vessels	4
2020-05-01	Australia	Number Of Vessel (Direct Entrance)	4
2020-05-01	Australia	Net Tonnages	126012
2020-05-01	Australia	Net Tonnages (Direct Entrance)	126012
2020-06-01	Australia	Number Of Vessels	3
2020-06-01	Australia	Number Of Vessel (Direct Entrance)	3
2020-06-01	Australia	Net Tonnages	94509
2020-06-01	Australia	Net Tonnages (Direct Entrance)	94509
2020-07-01	Australia	Number Of Vessels	2
2020-07-01	Australia	Number Of Vessel (Direct Entrance)	2
2020-07-01	Australia	Net Tonnages	63006
2020-07-01	Australia	Net Tonnages (Direct Entrance)	63006
2020-08-01	Australia	Number Of Vessels	4
2020-08-01	Australia	Number Of Vessel (Direct Entrance)	4
2020-08-01	Australia	Net Tonnages	126012
2020-08-01	Australia	Net Tonnages (Direct Entrance)	126012
2020-09-01	Australia	Number Of Vessels	3
2020-09-01	Australia	Number Of Vessel (Direct Entrance)	3
2020-09-01	Australia	Net Tonnages	94509
2020-09-01	Australia	Net Tonnages (Direct Entrance)	94509
2020-10-01	Australia	Number Of Vessels	4
2020-10-01	Australia	Number Of Vessel (Direct Entrance)	4
2020-10-01	Australia	Net Tonnages	126012
2020-10-01	Australia	Net Tonnages (Direct Entrance)	126012
2020-11-01	Australia	Number Of Vessels	3
2020-11-01	Australia	Number Of Vessel (Direct Entrance)	3
2020-11-01	Australia	Net Tonnages	94509
2020-11-01	Australia	Net Tonnages (Direct Entrance)	94509
2020-12-01	Australia	Number Of Vessels	3
2020-12-01	Australia	Number Of Vessel (Direct Entrance)	3
2020-12-01	Australia	Net Tonnages	94509
2020-12-01	Australia	Net Tonnages (Direct Entrance)	94509
2020-01-01	Niue	Number Of Vessels	2
2020-01-01	Niue	Number Of Vessel (Direct Entrance)	1
2020-01-01	Niue	Net Tonnages	3356
2020-01-01	Niue	Net Tonnages (Direct Entrance)	1678
2020-02-01	Niue	Number Of Vessels	2
2020-02-01	Niue	Number Of Vessel (Direct Entrance)	1
2020-02-01	Niue	Net Tonnages	3356
2020-02-01	Niue	Net Tonnages (Direct Entrance)	1678
2020-03-01	Niue	Number Of Vessels	0
2020-03-01	Niue	Number Of Vessel (Direct Entrance)	0
2020-03-01	Niue	Net Tonnages	0
2020-03-01	Niue	Net Tonnages (Direct Entrance)	0
2020-04-01	Niue	Number Of Vessels	4
2020-04-01	Niue	Number Of Vessel (Direct Entrance)	1
2020-04-01	Niue	Net Tonnages	6712
2020-04-01	Niue	Net Tonnages (Direct Entrance)	1678
2020-05-01	Niue	Number Of Vessels	3
2020-05-01	Niue	Number Of Vessel (Direct Entrance)	2
2020-05-01	Niue	Net Tonnages	5034
2020-05-01	Niue	Net Tonnages (Direct Entrance)	3356
2020-06-01	Niue	Number Of Vessels	0
2020-06-01	Niue	Number Of Vessel (Direct Entrance)	0
2020-06-01	Niue	Net Tonnages	0
2020-06-01	Niue	Net Tonnages (Direct Entrance)	0
2020-07-01	Niue	Number Of Vessels	5
2020-07-01	Niue	Number Of Vessel (Direct Entrance)	2
2020-07-01	Niue	Net Tonnages	8390
2020-07-01	Niue	Net Tonnages (Direct Entrance)	3356
2020-08-01	Niue	Number Of Vessels	0
2020-08-01	Niue	Number Of Vessel (Direct Entrance)	0
2020-08-01	Niue	Net Tonnages	0
2020-08-01	Niue	Net Tonnages (Direct Entrance)	0
2020-09-01	Niue	Number Of Vessels	2
2020-09-01	Niue	Number Of Vessel (Direct Entrance)	1
2020-09-01	Niue	Net Tonnages	3356
2020-09-01	Niue	Net Tonnages (Direct Entrance)	1678
2020-10-01	Niue	Number Of Vessels	0
2020-10-01	Niue	Number Of Vessel (Direct Entrance)	0
2020-10-01	Niue	Net Tonnages	0
2020-10-01	Niue	Net Tonnages (Direct Entrance)	0
2020-11-01	Niue	Number Of Vessels	0
2020-11-01	Niue	Number Of Vessel (Direct Entrance)	0
2020-11-01	Niue	Net Tonnages	0
2020-11-01	Niue	Net Tonnages (Direct Entrance)	0
2020-12-01	Niue	Number Of Vessels	0
2020-12-01	Niue	Number Of Vessel (Direct Entrance)	0
2020-12-01	Niue	Net Tonnages	0
2020-12-01	Niue	Net Tonnages (Direct Entrance)	0
2020-01-01	Vanuatu	Number Of Vessels	11
2020-01-01	Vanuatu	Number Of Vessel (Direct Entrance)	8
2020-01-01	Vanuatu	Net Tonnages	171720
2020-01-01	Vanuatu	Net Tonnages (Direct Entrance)	126931
2020-02-01	Vanuatu	Number Of Vessels	17
2020-02-01	Vanuatu	Number Of Vessel (Direct Entrance)	7
2020-02-01	Vanuatu	Net Tonnages	252387
2020-02-01	Vanuatu	Net Tonnages (Direct Entrance)	100681
2020-03-01	Vanuatu	Number Of Vessels	17
2020-03-01	Vanuatu	Number Of Vessel (Direct Entrance)	10
2020-03-01	Vanuatu	Net Tonnages	308458
2020-03-01	Vanuatu	Net Tonnages (Direct Entrance)	172042
2020-04-01	Vanuatu	Number Of Vessels	11
2020-04-01	Vanuatu	Number Of Vessel (Direct Entrance)	6
2020-04-01	Vanuatu	Net Tonnages	175119
2020-04-01	Vanuatu	Net Tonnages (Direct Entrance)	89181
2020-05-01	Vanuatu	Number Of Vessels	13
2020-05-01	Vanuatu	Number Of Vessel (Direct Entrance)	6
2020-05-01	Vanuatu	Net Tonnages	165215
2020-05-01	Vanuatu	Net Tonnages (Direct Entrance)	71893
2020-06-01	Vanuatu	Number Of Vessels	10
2020-06-01	Vanuatu	Number Of Vessel (Direct Entrance)	7
2020-06-01	Vanuatu	Net Tonnages	183713
2020-06-01	Vanuatu	Net Tonnages (Direct Entrance)	118715
2020-07-01	Vanuatu	Number Of Vessels	15
2020-07-01	Vanuatu	Number Of Vessel (Direct Entrance)	7
2020-07-01	Vanuatu	Net Tonnages	241961
2020-07-01	Vanuatu	Net Tonnages (Direct Entrance)	110069
2020-08-01	Vanuatu	Number Of Vessels	13
2020-08-01	Vanuatu	Number Of Vessel (Direct Entrance)	5
2020-08-01	Vanuatu	Net Tonnages	153795
2020-08-01	Vanuatu	Net Tonnages (Direct Entrance)	58995
2020-09-01	Vanuatu	Number Of Vessels	21
2020-09-01	Vanuatu	Number Of Vessel (Direct Entrance)	10
2020-09-01	Vanuatu	Net Tonnages	324876
2020-09-01	Vanuatu	Net Tonnages (Direct Entrance)	160230
2020-10-01	Vanuatu	Number Of Vessels	11
2020-10-01	Vanuatu	Number Of Vessel (Direct Entrance)	3
2020-10-01	Vanuatu	Net Tonnages	168988
2020-10-01	Vanuatu	Net Tonnages (Direct Entrance)	47399
2020-11-01	Vanuatu	Number Of Vessels	10
2020-11-01	Vanuatu	Number Of Vessel (Direct Entrance)	6
2020-11-01	Vanuatu	Net Tonnages	136411
2020-11-01	Vanuatu	Net Tonnages (Direct Entrance)	80162
2020-12-01	Vanuatu	Number Of Vessels	6
2020-12-01	Vanuatu	Number Of Vessel (Direct Entrance)	3
2020-12-01	Vanuatu	Net Tonnages	86038
2020-12-01	Vanuatu	Net Tonnages (Direct Entrance)	41561
2020-01-01	Fiji	Number Of Vessels	0
2020-01-01	Fiji	Number Of Vessel (Direct Entrance)	0
2020-01-01	Fiji	Net Tonnages	0
2020-01-01	Fiji	Net Tonnages (Direct Entrance)	0
2020-02-01	Fiji	Number Of Vessels	0
2020-02-01	Fiji	Number Of Vessel (Direct Entrance)	0
2020-02-01	Fiji	Net Tonnages	0
2020-02-01	Fiji	Net Tonnages (Direct Entrance)	0
2020-03-01	Fiji	Number Of Vessels	0
2020-03-01	Fiji	Number Of Vessel (Direct Entrance)	0
2020-03-01	Fiji	Net Tonnages	0
2020-03-01	Fiji	Net Tonnages (Direct Entrance)	0
2020-04-01	Fiji	Number Of Vessels	1
2020-04-01	Fiji	Number Of Vessel (Direct Entrance)	0
2020-04-01	Fiji	Net Tonnages	207
2020-04-01	Fiji	Net Tonnages (Direct Entrance)	0
2020-05-01	Fiji	Number Of Vessels	0
2020-05-01	Fiji	Number Of Vessel (Direct Entrance)	0
2020-05-01	Fiji	Net Tonnages	0
2020-05-01	Fiji	Net Tonnages (Direct Entrance)	0
2020-06-01	Fiji	Number Of Vessels	0
2020-06-01	Fiji	Number Of Vessel (Direct Entrance)	0
2020-06-01	Fiji	Net Tonnages	0
2020-06-01	Fiji	Net Tonnages (Direct Entrance)	0
2020-07-01	Fiji	Number Of Vessels	0
2020-07-01	Fiji	Number Of Vessel (Direct Entrance)	0
2020-07-01	Fiji	Net Tonnages	0
2020-07-01	Fiji	Net Tonnages (Direct Entrance)	0
2020-08-01	Fiji	Number Of Vessels	0
2020-08-01	Fiji	Number Of Vessel (Direct Entrance)	0
2020-08-01	Fiji	Net Tonnages	0
2020-08-01	Fiji	Net Tonnages (Direct Entrance)	0
2020-09-01	Fiji	Number Of Vessels	0
2020-09-01	Fiji	Number Of Vessel (Direct Entrance)	0
2020-09-01	Fiji	Net Tonnages	0
2020-09-01	Fiji	Net Tonnages (Direct Entrance)	0
2020-10-01	Fiji	Number Of Vessels	0
2020-10-01	Fiji	Number Of Vessel (Direct Entrance)	0
2020-10-01	Fiji	Net Tonnages	0
2020-10-01	Fiji	Net Tonnages (Direct Entrance)	0
2020-11-01	Fiji	Number Of Vessels	0
2020-11-01	Fiji	Number Of Vessel (Direct Entrance)	0
2020-11-01	Fiji	Net Tonnages	0
2020-11-01	Fiji	Net Tonnages (Direct Entrance)	0
2020-12-01	Fiji	Number Of Vessels	0
2020-12-01	Fiji	Number Of Vessel (Direct Entrance)	0
2020-12-01	Fiji	Net Tonnages	0
2020-12-01	Fiji	Net Tonnages (Direct Entrance)	0
2020-01-01	Kiribati	Number Of Vessels	5
2020-01-01	Kiribati	Number Of Vessel (Direct Entrance)	1
2020-01-01	Kiribati	Net Tonnages	8615
2020-01-01	Kiribati	Net Tonnages (Direct Entrance)	1723
2020-02-01	Kiribati	Number Of Vessels	1
2020-02-01	Kiribati	Number Of Vessel (Direct Entrance)	1
2020-02-01	Kiribati	Net Tonnages	1723
2020-02-01	Kiribati	Net Tonnages (Direct Entrance)	1723
2020-03-01	Kiribati	Number Of Vessels	1
2020-03-01	Kiribati	Number Of Vessel (Direct Entrance)	0
2020-03-01	Kiribati	Net Tonnages	1723
2020-03-01	Kiribati	Net Tonnages (Direct Entrance)	0
2020-04-01	Kiribati	Number Of Vessels	2
2020-04-01	Kiribati	Number Of Vessel (Direct Entrance)	2
2020-04-01	Kiribati	Net Tonnages	3446
2020-04-01	Kiribati	Net Tonnages (Direct Entrance)	3446
2020-05-01	Kiribati	Number Of Vessels	1
2020-05-01	Kiribati	Number Of Vessel (Direct Entrance)	0
2020-05-01	Kiribati	Net Tonnages	1723
2020-05-01	Kiribati	Net Tonnages (Direct Entrance)	0
2020-06-01	Kiribati	Number Of Vessels	2
2020-06-01	Kiribati	Number Of Vessel (Direct Entrance)	1
2020-06-01	Kiribati	Net Tonnages	3446
2020-06-01	Kiribati	Net Tonnages (Direct Entrance)	1723
2020-07-01	Kiribati	Number Of Vessels	1
2020-07-01	Kiribati	Number Of Vessel (Direct Entrance)	1
2020-07-01	Kiribati	Net Tonnages	1723
2020-07-01	Kiribati	Net Tonnages (Direct Entrance)	1723
2020-08-01	Kiribati	Number Of Vessels	2
2020-08-01	Kiribati	Number Of Vessel (Direct Entrance)	0
2020-08-01	Kiribati	Net Tonnages	3446
2020-08-01	Kiribati	Net Tonnages (Direct Entrance)	0
2020-09-01	Kiribati	Number Of Vessels	0
2020-09-01	Kiribati	Number Of Vessel (Direct Entrance)	0
2020-09-01	Kiribati	Net Tonnages	0
2020-09-01	Kiribati	Net Tonnages (Direct Entrance)	0
2020-10-01	Kiribati	Number Of Vessels	0
2020-10-01	Kiribati	Number Of Vessel (Direct Entrance)	0
2020-10-01	Kiribati	Net Tonnages	0
2020-10-01	Kiribati	Net Tonnages (Direct Entrance)	0
2020-11-01	Kiribati	Number Of Vessels	0
2020-11-01	Kiribati	Number Of Vessel (Direct Entrance)	0
2020-11-01	Kiribati	Net Tonnages	0
2020-11-01	Kiribati	Net Tonnages (Direct Entrance)	0
2020-12-01	Kiribati	Number Of Vessels	0
2020-12-01	Kiribati	Number Of Vessel (Direct Entrance)	0
2020-12-01	Kiribati	Net Tonnages	0
2020-12-01	Kiribati	Net Tonnages (Direct Entrance)	0
2020-01-01	Tuvalu	Number Of Vessels	1
2020-01-01	Tuvalu	Number Of Vessel (Direct Entrance)	1
2020-01-01	Tuvalu	Net Tonnages	1235
2020-01-01	Tuvalu	Net Tonnages (Direct Entrance)	1235
2020-02-01	Tuvalu	Number Of Vessels	2
2020-02-01	Tuvalu	Number Of Vessel (Direct Entrance)	1
2020-02-01	Tuvalu	Net Tonnages	2470
2020-02-01	Tuvalu	Net Tonnages (Direct Entrance)	1235
2020-03-01	Tuvalu	Number Of Vessels	3
2020-03-01	Tuvalu	Number Of Vessel (Direct Entrance)	1
2020-03-01	Tuvalu	Net Tonnages	3705
2020-03-01	Tuvalu	Net Tonnages (Direct Entrance)	1235
2020-04-01	Tuvalu	Number Of Vessels	4
2020-04-01	Tuvalu	Number Of Vessel (Direct Entrance)	1
2020-04-01	Tuvalu	Net Tonnages	4940
2020-04-01	Tuvalu	Net Tonnages (Direct Entrance)	1235
2020-05-01	Tuvalu	Number Of Vessels	4
2020-05-01	Tuvalu	Number Of Vessel (Direct Entrance)	2
2020-05-01	Tuvalu	Net Tonnages	14419
2020-05-01	Tuvalu	Net Tonnages (Direct Entrance)	11949
2020-06-01	Tuvalu	Number Of Vessels	4
2020-06-01	Tuvalu	Number Of Vessel (Direct Entrance)	1
2020-06-01	Tuvalu	Net Tonnages	14072
2020-06-01	Tuvalu	Net Tonnages (Direct Entrance)	4279
2020-07-01	Tuvalu	Number Of Vessels	1
2020-07-01	Tuvalu	Number Of Vessel (Direct Entrance)	1
2020-07-01	Tuvalu	Net Tonnages	1235
2020-07-01	Tuvalu	Net Tonnages (Direct Entrance)	1235
2020-08-01	Tuvalu	Number Of Vessels	4
2020-08-01	Tuvalu	Number Of Vessel (Direct Entrance)	0
2020-08-01	Tuvalu	Net Tonnages	4940
2020-08-01	Tuvalu	Net Tonnages (Direct Entrance)	0
2020-09-01	Tuvalu	Number Of Vessels	3
2020-09-01	Tuvalu	Number Of Vessel (Direct Entrance)	2
2020-09-01	Tuvalu	Net Tonnages	34092
2020-09-01	Tuvalu	Net Tonnages (Direct Entrance)	22403
2020-10-01	Tuvalu	Number Of Vessels	0
2020-10-01	Tuvalu	Number Of Vessel (Direct Entrance)	0
2020-10-01	Tuvalu	Net Tonnages	0
2020-10-01	Tuvalu	Net Tonnages (Direct Entrance)	0
2020-11-01	Tuvalu	Number Of Vessels	2
2020-11-01	Tuvalu	Number Of Vessel (Direct Entrance)	1
2020-11-01	Tuvalu	Net Tonnages	2470
2020-11-01	Tuvalu	Net Tonnages (Direct Entrance)	1235
2020-12-01	Tuvalu	Number Of Vessels	0
2020-12-01	Tuvalu	Number Of Vessel (Direct Entrance)	0
2020-12-01	Tuvalu	Net Tonnages	0
2020-12-01	Tuvalu	Net Tonnages (Direct Entrance)	0
2020-01-01	Marshall	Number Of Vessels	349
2020-01-01	Marshall	Number Of Vessel (Direct Entrance)	152
2020-01-01	Marshall	Net Tonnages	5522060
2020-01-01	Marshall	Net Tonnages (Direct Entrance)	2720176
2020-02-01	Marshall	Number Of Vessels	324
2020-02-01	Marshall	Number Of Vessel (Direct Entrance)	139
2020-02-01	Marshall	Net Tonnages	4386398
2020-02-01	Marshall	Net Tonnages (Direct Entrance)	2296943
2020-03-01	Marshall	Number Of Vessels	376
2020-03-01	Marshall	Number Of Vessel (Direct Entrance)	148
2020-03-01	Marshall	Net Tonnages	5771849
2020-03-01	Marshall	Net Tonnages (Direct Entrance)	2575449
2020-04-01	Marshall	Number Of Vessels	356
2020-04-01	Marshall	Number Of Vessel (Direct Entrance)	146
2020-04-01	Marshall	Net Tonnages	5323037
2020-04-01	Marshall	Net Tonnages (Direct Entrance)	2441484
2020-05-01	Marshall	Number Of Vessels	308
2020-05-01	Marshall	Number Of Vessel (Direct Entrance)	128
2020-05-01	Marshall	Net Tonnages	4117216
2020-05-01	Marshall	Net Tonnages (Direct Entrance)	1880035
2020-06-01	Marshall	Number Of Vessels	306
2020-06-01	Marshall	Number Of Vessel (Direct Entrance)	122
2020-06-01	Marshall	Net Tonnages	3841596
2020-06-01	Marshall	Net Tonnages (Direct Entrance)	1790150
2020-07-01	Marshall	Number Of Vessels	362
2020-07-01	Marshall	Number Of Vessel (Direct Entrance)	153
2020-07-01	Marshall	Net Tonnages	4942064
2020-07-01	Marshall	Net Tonnages (Direct Entrance)	2296756
2020-08-01	Marshall	Number Of Vessels	362
2020-08-01	Marshall	Number Of Vessel (Direct Entrance)	147
2020-08-01	Marshall	Net Tonnages	5712193
2020-08-01	Marshall	Net Tonnages (Direct Entrance)	2732758
2020-09-01	Marshall	Number Of Vessels	348
2020-09-01	Marshall	Number Of Vessel (Direct Entrance)	145
2020-09-01	Marshall	Net Tonnages	4946201
2020-09-01	Marshall	Net Tonnages (Direct Entrance)	2413237
2020-10-01	Marshall	Number Of Vessels	346
2020-10-01	Marshall	Number Of Vessel (Direct Entrance)	142
2020-10-01	Marshall	Net Tonnages	4451668
2020-10-01	Marshall	Net Tonnages (Direct Entrance)	2245241
2020-11-01	Marshall	Number Of Vessels	336
2020-11-01	Marshall	Number Of Vessel (Direct Entrance)	152
2020-11-01	Marshall	Net Tonnages	4587529
2020-11-01	Marshall	Net Tonnages (Direct Entrance)	2566789
2020-12-01	Marshall	Number Of Vessels	369
2020-12-01	Marshall	Number Of Vessel (Direct Entrance)	150
2020-12-01	Marshall	Net Tonnages	5612457
2020-12-01	Marshall	Net Tonnages (Direct Entrance)	2839938
2020-01-01	Micronesia	Number Of Vessels	0
2020-01-01	Micronesia	Number Of Vessel (Direct Entrance)	0
2020-01-01	Micronesia	Net Tonnages	0
2020-01-01	Micronesia	Net Tonnages (Direct Entrance)	0
2020-02-01	Micronesia	Number Of Vessels	2
2020-02-01	Micronesia	Number Of Vessel (Direct Entrance)	0
2020-02-01	Micronesia	Net Tonnages	1224
2020-02-01	Micronesia	Net Tonnages (Direct Entrance)	0
2020-03-01	Micronesia	Number Of Vessels	0
2020-03-01	Micronesia	Number Of Vessel (Direct Entrance)	0
2020-03-01	Micronesia	Net Tonnages	0
2020-03-01	Micronesia	Net Tonnages (Direct Entrance)	0
2020-04-01	Micronesia	Number Of Vessels	0
2020-04-01	Micronesia	Number Of Vessel (Direct Entrance)	0
2020-04-01	Micronesia	Net Tonnages	0
2020-04-01	Micronesia	Net Tonnages (Direct Entrance)	0
2020-05-01	Micronesia	Number Of Vessels	1
2020-05-01	Micronesia	Number Of Vessel (Direct Entrance)	1
2020-05-01	Micronesia	Net Tonnages	612
2020-05-01	Micronesia	Net Tonnages (Direct Entrance)	612
2020-06-01	Micronesia	Number Of Vessels	0
2020-06-01	Micronesia	Number Of Vessel (Direct Entrance)	0
2020-06-01	Micronesia	Net Tonnages	0
2020-06-01	Micronesia	Net Tonnages (Direct Entrance)	0
2020-07-01	Micronesia	Number Of Vessels	0
2020-07-01	Micronesia	Number Of Vessel (Direct Entrance)	0
2020-07-01	Micronesia	Net Tonnages	0
2020-07-01	Micronesia	Net Tonnages (Direct Entrance)	0
2020-08-01	Micronesia	Number Of Vessels	2
2020-08-01	Micronesia	Number Of Vessel (Direct Entrance)	1
2020-08-01	Micronesia	Net Tonnages	1013
2020-08-01	Micronesia	Net Tonnages (Direct Entrance)	401
2020-09-01	Micronesia	Number Of Vessels	0
2020-09-01	Micronesia	Number Of Vessel (Direct Entrance)	0
2020-09-01	Micronesia	Net Tonnages	0
2020-09-01	Micronesia	Net Tonnages (Direct Entrance)	0
2020-10-01	Micronesia	Number Of Vessels	2
2020-10-01	Micronesia	Number Of Vessel (Direct Entrance)	1
2020-10-01	Micronesia	Net Tonnages	729
2020-10-01	Micronesia	Net Tonnages (Direct Entrance)	401
2020-11-01	Micronesia	Number Of Vessels	0
2020-11-01	Micronesia	Number Of Vessel (Direct Entrance)	0
2020-11-01	Micronesia	Net Tonnages	0
2020-11-01	Micronesia	Net Tonnages (Direct Entrance)	0
2020-12-01	Micronesia	Number Of Vessels	0
2020-12-01	Micronesia	Number Of Vessel (Direct Entrance)	0
2020-12-01	Micronesia	Net Tonnages	0
2020-12-01	Micronesia	Net Tonnages (Direct Entrance)	0
2020-01-01	Palau	Number Of Vessels	8
2020-01-01	Palau	Number Of Vessel (Direct Entrance)	5
2020-01-01	Palau	Net Tonnages	13266
2020-01-01	Palau	Net Tonnages (Direct Entrance)	8378
2020-02-01	Palau	Number Of Vessels	13
2020-02-01	Palau	Number Of Vessel (Direct Entrance)	5
2020-02-01	Palau	Net Tonnages	25798
2020-02-01	Palau	Net Tonnages (Direct Entrance)	10056
2020-03-01	Palau	Number Of Vessels	9
2020-03-01	Palau	Number Of Vessel (Direct Entrance)	6
2020-03-01	Palau	Net Tonnages	16379
2020-03-01	Palau	Net Tonnages (Direct Entrance)	11063
2020-04-01	Palau	Number Of Vessels	7
2020-04-01	Palau	Number Of Vessel (Direct Entrance)	4
2020-04-01	Palau	Net Tonnages	13996
2020-04-01	Palau	Net Tonnages (Direct Entrance)	8086
2020-05-01	Palau	Number Of Vessels	7
2020-05-01	Palau	Number Of Vessel (Direct Entrance)	3
2020-05-01	Palau	Net Tonnages	11378
2020-05-01	Palau	Net Tonnages (Direct Entrance)	5542
2020-06-01	Palau	Number Of Vessels	15
2020-06-01	Palau	Number Of Vessel (Direct Entrance)	7
2020-06-01	Palau	Net Tonnages	26873
2020-06-01	Palau	Net Tonnages (Direct Entrance)	13546
2020-07-01	Palau	Number Of Vessels	8
2020-07-01	Palau	Number Of Vessel (Direct Entrance)	6
2020-07-01	Palau	Net Tonnages	14862
2020-07-01	Palau	Net Tonnages (Direct Entrance)	11433
2020-08-01	Palau	Number Of Vessels	7
2020-08-01	Palau	Number Of Vessel (Direct Entrance)	4
2020-08-01	Palau	Net Tonnages	13485
2020-08-01	Palau	Net Tonnages (Direct Entrance)	7799
2020-09-01	Palau	Number Of Vessels	13
2020-09-01	Palau	Number Of Vessel (Direct Entrance)	6
2020-09-01	Palau	Net Tonnages	19955
2020-09-01	Palau	Net Tonnages (Direct Entrance)	10484
2020-10-01	Palau	Number Of Vessels	11
2020-10-01	Palau	Number Of Vessel (Direct Entrance)	7
2020-10-01	Palau	Net Tonnages	18423
2020-10-01	Palau	Net Tonnages (Direct Entrance)	11422
2020-11-01	Palau	Number Of Vessels	8
2020-11-01	Palau	Number Of Vessel (Direct Entrance)	5
2020-11-01	Palau	Net Tonnages	13180
2020-11-01	Palau	Net Tonnages (Direct Entrance)	8881
2020-12-01	Palau	Number Of Vessels	11
2020-12-01	Palau	Number Of Vessel (Direct Entrance)	5
2020-12-01	Palau	Net Tonnages	15433
2020-12-01	Palau	Net Tonnages (Direct Entrance)	8007
2020-01-01	Unknown	Number Of Vessels	0
2020-01-01	Unknown	Number Of Vessel (Direct Entrance)	0
2020-01-01	Unknown	Net Tonnages	0
2020-01-01	Unknown	Net Tonnages (Direct Entrance)	0
2020-02-01	Unknown	Number Of Vessels	0
2020-02-01	Unknown	Number Of Vessel (Direct Entrance)	0
2020-02-01	Unknown	Net Tonnages	0
2020-02-01	Unknown	Net Tonnages (Direct Entrance)	0
2020-03-01	Unknown	Number Of Vessels	0
2020-03-01	Unknown	Number Of Vessel (Direct Entrance)	0
