time	location	total	foreigners
2007-06-01	Shimane	137760	930
2007-07-01	Shimane	143270	1040
2007-08-01	Shimane	195520	1060
2007-09-01	Shimane	143410	780
2007-10-01	Shimane	173210	1330
2007-11-01	Shimane	191740	1290
2007-12-01	Shimane	135950	530
2008-01-01	Shimane	138720	570
2008-02-01	Shimane	146150	990
2008-03-01	Shimane	183620	1110
2008-04-01	Shimane	169160	2070
2008-05-01	Shimane	198110	1010
2008-06-01	Shimane	168370	1030
2008-07-01	Shimane	188480	850
2008-08-01	Shimane	256780	640
2008-09-01	Shimane	183670	800
2008-10-01	Shimane	206240	2270
2008-11-01	Shimane	209180	1220
2008-12-01	Shimane	148050	530
2009-01-01	Shimane	141830	450
2009-02-01	Shimane	131630	480
2009-03-01	Shimane	182750	730
2009-04-01	Shimane	168570	1110
2009-05-01	Shimane	204820	650
2009-06-01	Shimane	173720	410
2009-07-01	Shimane	183060	1050
2009-08-01	Shimane	230200	1290
2009-09-01	Shimane	191700	890
2009-10-01	Shimane	209480	930
2009-11-01	Shimane	218900	1590
2009-12-01	Shimane	165540	740
2010-01-01	Shimane	140650	400
2010-02-01	Shimane	138990	560
2010-03-01	Shimane	183350	970
2010-04-01	Shimane	174940	1650
2010-05-01	Shimane	204910	640
2010-06-01	Shimane	175220	680
2010-07-01	Shimane	179960	1140
2010-08-01	Shimane	243830	850
2010-09-01	Shimane	185720	1200
2010-10-01	Shimane	211870	1030
2010-11-01	Shimane	220810	1350
2010-12-01	Shimane	163360	870
2011-01-01	Shimane	167570	1030
2011-02-01	Shimane	175610	1450
2011-03-01	Shimane	215350	600
2011-04-01	Shimane	197810	490
2011-05-01	Shimane	265610	1720
2011-06-01	Shimane	225660	720
2011-07-01	Shimane	254020	1220
2011-08-01	Shimane	339480	1720
2011-09-01	Shimane	240580	1690
2011-10-01	Shimane	273080	2190
2011-11-01	Shimane	257810	2080
2011-12-01	Shimane	199640	920
2012-01-01	Shimane	154650	2070
2012-02-01	Shimane	166370	1240
2012-03-01	Shimane	204150	1030
2012-04-01	Shimane	206450	1970
2012-05-01	Shimane	252830	1200
2012-06-01	Shimane	213990	850
2012-07-01	Shimane	209400	1610
2012-08-01	Shimane	297030	3370
2012-09-01	Shimane	219200	780
2012-10-01	Shimane	257780	1600
2012-11-01	Shimane	264560	1230
2012-12-01	Shimane	180440	980
2013-01-01	Shimane	165590	590
2013-02-01	Shimane	168340	960
2013-03-01	Shimane	218270	870
2013-04-01	Shimane	231920	2250
2013-05-01	Shimane	294530	1670
2013-06-01	Shimane	271360	1190
2013-07-01	Shimane	312820	2570
2013-08-01	Shimane	384280	2880
2013-09-01	Shimane	310930	1850
2013-10-01	Shimane	328130	1560
2013-11-01	Shimane	331750	1700
2013-12-01	Shimane	256190	910
2014-01-01	Shimane	211110	1410
2014-02-01	Shimane	198740	2010
2014-03-01	Shimane	281950	1230
2014-04-01	Shimane	237690	2220
2014-05-01	Shimane	292270	3410
2014-06-01	Shimane	242090	1990
2014-07-01	Shimane	269260	2570
2014-08-01	Shimane	351890	2890
2014-09-01	Shimane	284110	1990
2014-10-01	Shimane	293490	3420
2014-11-01	Shimane	310420	2960
2014-12-01	Shimane	246180	1910
2015-01-01	Shimane	204980	1760
2015-02-01	Shimane	206270	1950
2015-03-01	Shimane	286490	2190
2015-04-01	Shimane	259720	5270
2015-05-01	Shimane	317070	3010
2015-06-01	Shimane	265000	2930
2015-07-01	Shimane	282640	3600
2015-08-01	Shimane	387960	3580
2015-09-01	Shimane	304800	2720
2015-10-01	Shimane	317010	4790
2015-11-01	Shimane	327140	5480
2015-12-01	Shimane	258380	5670
2016-01-01	Shimane	219120	2740
2016-02-01	Shimane	221260	3710
2016-03-01	Shimane	262820	4270
2016-04-01	Shimane	276390	7100
2016-05-01	Shimane	299470	6960
2016-06-01	Shimane	269010	3650
2016-07-01	Shimane	314340	4870
2016-08-01	Shimane	402190	5240
2016-09-01	Shimane	303470	4800
2016-10-01	Shimane	334150	7370
2016-11-01	Shimane	327670	4530
2016-12-01	Shimane	236670	3060
2017-01-01	Shimane	208710	2720
2017-02-01	Shimane	192880	2540
2017-03-01	Shimane	277380	3620
2017-04-01	Shimane	250960	5850
2017-05-01	Shimane	304000	4060
2017-06-01	Shimane	239130	3100
2017-07-01	Shimane	265900	4790
2017-08-01	Shimane	343960	4150
2017-09-01	Shimane	271050	3800
2017-10-01	Shimane	290970	4610
