variable	year	city	value
Rate of owned dwellings (%)	2020	Yamagata-shi	71.8
Rate of rented dwellings & land (%)	2020	Yamagata-shi	26
Consumption expenditures	2020	Yamagata-shi	236045
Food	2020	Yamagata-shi	61858
Cereals	2020	Yamagata-shi	5198
Rice	2020	Yamagata-shi	1684
Bread	2020	Yamagata-shi	1628
Noodles	2020	Yamagata-shi	1506
Other cereals	2020	Yamagata-shi	381
Fish & shellfish	2020	Yamagata-shi	5089
Raw fish & shellfish	2020	Yamagata-shi	2563
Salted & dried fish	2020	Yamagata-shi	1113
Fish-paste products	2020	Yamagata-shi	550
Other processed fish	2020	Yamagata-shi	864
Meat	2020	Yamagata-shi	6269
Raw meat	2020	Yamagata-shi	5021
Processed meat	2020	Yamagata-shi	1249
Dairy products & eggs	2020	Yamagata-shi	3307
Fresh milk	2020	Yamagata-shi	1119
Dairy products	2020	Yamagata-shi	1548
Eggs	2020	Yamagata-shi	640
Vegetables & seaweeds	2020	Yamagata-shi	8017
Fresh vegetables	2020	Yamagata-shi	5211
Dried vegetables & seaweeds	2020	Yamagata-shi	619
Soybean products	2020	Yamagata-shi	1014
Other processed vegetables & seaweeds	2020	Yamagata-shi	1174
Fruits	2020	Yamagata-shi	2287
Fresh fruits	2020	Yamagata-shi	2017
Processed fruits	2020	Yamagata-shi	270
Oils, fats & seasonings	2020	Yamagata-shi	2959
Oils & fats	2020	Yamagata-shi	265
Seasonings	2020	Yamagata-shi	2694
Cakes & candies	2020	Yamagata-shi	4989
Cooked food	2020	Yamagata-shi	8459
Cooked food with rice, bread or noodles	2020	Yamagata-shi	3518
Other cooked food	2020	Yamagata-shi	4941
Beverages	2020	Yamagata-shi	3885
Tea	2020	Yamagata-shi	849
Coffee & cocoa	2020	Yamagata-shi	780
Other beverages	2020	Yamagata-shi	2256
Alcoholic beverages	2020	Yamagata-shi	3185
Meals outside the home	2020	Yamagata-shi	8213
Eating out	2020	Yamagata-shi	7639
School lunch	2020	Yamagata-shi	575
Charges for board	2020	Yamagata-shi	0
Housing	2020	Yamagata-shi	17945
Rents for dwelling & land	2020	Yamagata-shi	12489
Repairs & maintenance	2020	Yamagata-shi	5456
Tools & materials for repairs & maintenance	2020	Yamagata-shi	1883
Service charges for repairs & maintenance	2020	Yamagata-shi	3573
Fuel, light & water charges	2020	Yamagata-shi	23997
Electricity	2020	Yamagata-shi	10734
Gas	2020	Yamagata-shi	4767
Other fuel & light	2020	Yamagata-shi	2812
Water & sewerage charges	2020	Yamagata-shi	5683
Furniture & household utensils	2020	Yamagata-shi	9460
Household durable goods	2020	Yamagata-shi	3585
Durable goods assisting housework	2020	Yamagata-shi	1966
Heating & cooling appliances	2020	Yamagata-shi	881
General furniture	2020	Yamagata-shi	738
Interior furnishings & decorations	2020	Yamagata-shi	510
Bedding	2020	Yamagata-shi	451
Domestic utensils	2020	Yamagata-shi	1673
Domestic non-durable goods	2020	Yamagata-shi	2753
Domestic services	2020	Yamagata-shi	487
Clothing & footwear	2020	Yamagata-shi	6876
Japanese clothing	2020	Yamagata-shi	8
Clothing	2020	Yamagata-shi	2188
Shirts & sweaters	2020	Yamagata-shi	1622
Underwear	2020	Yamagata-shi	697
Cloth & thread	2020	Yamagata-shi	116
Other clothing	2020	Yamagata-shi	522
Footwear	2020	Yamagata-shi	1331
Services related to clothing	2020	Yamagata-shi	392
Medical care	2020	Yamagata-shi	9107
Medicines	2020	Yamagata-shi	1726
Health fortification	2020	Yamagata-shi	840
Medical supplies & appliances	2020	Yamagata-shi	2091
Medical services	2020	Yamagata-shi	4449
Transportation & communication	2020	Yamagata-shi	35715
Public transportation	2020	Yamagata-shi	2161
Private transportation	2020	Yamagata-shi	21215
Purchase of vehicles	2020	Yamagata-shi	4219
Purchase of bicycles	2020	Yamagata-shi	12
Maintenance of vehicles	2020	Yamagata-shi	16984
Communication	2020	Yamagata-shi	12339
Education	2020	Yamagata-shi	5218
Culture & recreation	2020	Yamagata-shi	20259
Recreational durable goods	2020	Yamagata-shi	1362
Recreational goods	2020	Yamagata-shi	6583
Books & other reading materials	2020	Yamagata-shi	3023
Recreational services	2020	Yamagata-shi	9291
Accommodation services	2020	Yamagata-shi	1305
Package tours	2020	Yamagata-shi	307
Lesson fees	2020	Yamagata-shi	884
Other recreational services	2020	Yamagata-shi	6795
Other consumption expenditures	2020	Yamagata-shi	45610
Miscellaneous	2020	Yamagata-shi	17896
Personal care services	2020	Yamagata-shi	2176
Personal care goods	2020	Yamagata-shi	3050
Personal effects	2020	Yamagata-shi	765
Tobacco	2020	Yamagata-shi	1226
Other miscellaneous	2020	Yamagata-shi	10678
Pocket money (of which, detailed uses unknown)	2020	Yamagata-shi	5112
Social expenses	2020	Yamagata-shi	15674
Other goods & services	2020	Yamagata-shi	322
Money gifts	2020	Yamagata-shi	5359
Other social expenses	2020	Yamagata-shi	3418
Remittance	2020	Yamagata-shi	6927
(Regrouped) Expenses for education	2020	Yamagata-shi	12795
(Regrouped) Expenses for culture & recreation	2020	Yamagata-shi	22531
(Regrouped) Intel exchange	2020	Yamagata-shi	15763
(Regrouped) Expense (except housing)	2020	Yamagata-shi	201595
(Regrouped) Sum of Goods & Services 1)	2020	Yamagata-shi	215228
Goods (commodities)	2020	Yamagata-shi	132332
Durable goods	2020	Yamagata-shi	12524
Semi-durable goods	2020	Yamagata-shi	16600
Non-durable goods	2020	Yamagata-shi	103208
Services	2020	Yamagata-shi	82895
Engel's coefficient (%)	2020	Yamagata-shi	26.2
Distribution of households	2020	Fukushima-shi	22
Num. of tabulated households	2020	Fukushima-shi	100
Num. of persons per household (persons)	2020	Fukushima-shi	2.26
Num. of earners per household (persons)	2020	Fukushima-shi	1
Age of household heads (years old)	2020	Fukushima-shi	64.2
Rate of owned dwellings (%)	2020	Fukushima-shi	83.9
Rate of rented dwellings & land (%)	2020	Fukushima-shi	13.7
Consumption expenditures	2020	Fukushima-shi	223135
Food	2020	Fukushima-shi	59760
Cereals	2020	Fukushima-shi	4634
Rice	2020	Fukushima-shi	1302
Bread	2020	Fukushima-shi	1660
Noodles	2020	Fukushima-shi	1340
Other cereals	2020	Fukushima-shi	332
Fish & shellfish	2020	Fukushima-shi	4941
Raw fish & shellfish	2020	Fukushima-shi	2519
Salted & dried fish	2020	Fukushima-shi	1011
Fish-paste products	2020	Fukushima-shi	611
Other processed fish	2020	Fukushima-shi	799
Meat	2020	Fukushima-shi	4925
Raw meat	2020	Fukushima-shi	3878
Processed meat	2020	Fukushima-shi	1047
Dairy products & eggs	2020	Fukushima-shi	3799
Fresh milk	2020	Fukushima-shi	1133
Dairy products	2020	Fukushima-shi	1899
Eggs	2020	Fukushima-shi	767
Vegetables & seaweeds	2020	Fukushima-shi	7884
Fresh vegetables	2020	Fukushima-shi	5026
Dried vegetables & seaweeds	2020	Fukushima-shi	682
Soybean products	2020	Fukushima-shi	1168
Other processed vegetables & seaweeds	2020	Fukushima-shi	1007
Fruits	2020	Fukushima-shi	2312
Fresh fruits	2020	Fukushima-shi	2111
Processed fruits	2020	Fukushima-shi	201
Oils, fats & seasonings	2020	Fukushima-shi	2927
Oils & fats	2020	Fukushima-shi	289
Seasonings	2020	Fukushima-shi	2638
Cakes & candies	2020	Fukushima-shi	5189
Cooked food	2020	Fukushima-shi	8732
Cooked food with rice, bread or noodles	2020	Fukushima-shi	3636
Other cooked food	2020	Fukushima-shi	5097
Beverages	2020	Fukushima-shi	4575
Tea	2020	Fukushima-shi	1103
Coffee & cocoa	2020	Fukushima-shi	912
Other beverages	2020	Fukushima-shi	2560
Alcoholic beverages	2020	Fukushima-shi	3227
Meals outside the home	2020	Fukushima-shi	6615
Eating out	2020	Fukushima-shi	6187
School lunch	2020	Fukushima-shi	428
Charges for board	2020	Fukushima-shi	0
Housing	2020	Fukushima-shi	15137
Rents for dwelling & land	2020	Fukushima-shi	6327
Repairs & maintenance	2020	Fukushima-shi	8810
Tools & materials for repairs & maintenance	2020	Fukushima-shi	2045
Service charges for repairs & maintenance	2020	Fukushima-shi	6765
Fuel, light & water charges	2020	Fukushima-shi	21887
Electricity	2020	Fukushima-shi	10725
Gas	2020	Fukushima-shi	4117
Other fuel & light	2020	Fukushima-shi	2136
Water & sewerage charges	2020	Fukushima-shi	4909
Furniture & household utensils	2020	Fukushima-shi	9996
Household durable goods	2020	Fukushima-shi	3103
Durable goods assisting housework	2020	Fukushima-shi	2059
Heating & cooling appliances	2020	Fukushima-shi	908
General furniture	2020	Fukushima-shi	135
Interior furnishings & decorations	2020	Fukushima-shi	563
Bedding	2020	Fukushima-shi	363
Domestic utensils	2020	Fukushima-shi	2178
Domestic non-durable goods	2020	Fukushima-shi	2599
Domestic services	2020	Fukushima-shi	1190
Clothing & footwear	2020	Fukushima-shi	5966
Japanese clothing	2020	Fukushima-shi	8
Clothing	2020	Fukushima-shi	2000
Shirts & sweaters	2020	Fukushima-shi	1232
Underwear	2020	Fukushima-shi	837
Cloth & thread	2020	Fukushima-shi	105
Other clothing	2020	Fukushima-shi	483
Footwear	2020	Fukushima-shi	829
Services related to clothing	2020	Fukushima-shi	472
Medical care	2020	Fukushima-shi	10617
Medicines	2020	Fukushima-shi	2290
Health fortification	2020	Fukushima-shi	1109
Medical supplies & appliances	2020	Fukushima-shi	2256
Medical services	2020	Fukushima-shi	4963
Transportation & communication	2020	Fukushima-shi	32188
Public transportation	2020	Fukushima-shi	1367
Private transportation	2020	Fukushima-shi	19208
Purchase of vehicles	2020	Fukushima-shi	5476
Purchase of bicycles	2020	Fukushima-shi	58
Maintenance of vehicles	2020	Fukushima-shi	13674
Communication	2020	Fukushima-shi	11614
Education	2020	Fukushima-shi	2685
Culture & recreation	2020	Fukushima-shi	18237
Recreational durable goods	2020	Fukushima-shi	2609
Recreational goods	2020	Fukushima-shi	5178
Books & other reading materials	2020	Fukushima-shi	3042
Recreational services	2020	Fukushima-shi	7408
Accommodation services	2020	Fukushima-shi	515
Package tours	2020	Fukushima-shi	711
Lesson fees	2020	Fukushima-shi	760
Other recreational services	2020	Fukushima-shi	5422
Other consumption expenditures	2020	Fukushima-shi	46662
Miscellaneous	2020	Fukushima-shi	21671
Personal care services	2020	Fukushima-shi	2117
Personal care goods	2020	Fukushima-shi	3212
Personal effects	2020	Fukushima-shi	648
Tobacco	2020	Fukushima-shi	1357
Other miscellaneous	2020	Fukushima-shi	14337
Pocket money (of which, detailed uses unknown)	2020	Fukushima-shi	3523
Social expenses	2020	Fukushima-shi	16081
Other goods & services	2020	Fukushima-shi	380
Money gifts	2020	Fukushima-shi	7419
Other social expenses	2020	Fukushima-shi	1580
Remittance	2020	Fukushima-shi	5387
(Regrouped) Expenses for education	2020	Fukushima-shi	6576
(Regrouped) Expenses for culture & recreation	2020	Fukushima-shi	19823
(Regrouped) Intel exchange	2020	Fukushima-shi	13984
(Regrouped) Expense (except housing)	2020	Fukushima-shi	189716
(Regrouped) Sum of Goods & Services 1)	2020	Fukushima-shi	205226
Goods (commodities)	2020	Fukushima-shi	130663
Durable goods	2020	Fukushima-shi	14700
Semi-durable goods	2020	Fukushima-shi	15063
Non-durable goods	2020	Fukushima-shi	100901
Services	2020	Fukushima-shi	74563
Engel's coefficient (%)	2020	Fukushima-shi	26.8
Distribution of households	2020	Mito-shi	21
Num. of tabulated households	2020	Mito-shi	91
Num. of persons per household (persons)	2020	Mito-shi	2.22
Num. of earners per household (persons)	2020	Mito-shi	1.04
Age of household heads (years old)	2020	Mito-shi	58.2
Rate of owned dwellings (%)	2020	Mito-shi	70
Rate of rented dwellings & land (%)	2020	Mito-shi	29.4
Consumption expenditures	2020	Mito-shi	249114
Food	2020	Mito-shi	60593
Cereals	2020	Mito-shi	4878
Rice	2020	Mito-shi	1225
Bread	2020	Mito-shi	1905
Noodles	2020	Mito-shi	1335
Other cereals	2020	Mito-shi	413
Fish & shellfish	2020	Mito-shi	4946
Raw fish & shellfish	2020	Mito-shi	2788
Salted & dried fish	2020	Mito-shi	938
Fish-paste products	2020	Mito-shi	462
Other processed fish	2020	Mito-shi	758
Meat	2020	Mito-shi	5229
Raw meat	2020	Mito-shi	4188
Processed meat	2020	Mito-shi	1041
Dairy products & eggs	2020	Mito-shi	3274
Fresh milk	2020	Mito-shi	991
Dairy products	2020	Mito-shi	1682
Eggs	2020	Mito-shi	601
Vegetables & seaweeds	2020	Mito-shi	7412
Fresh vegetables	2020	Mito-shi	4906
Dried vegetables & seaweeds	2020	Mito-shi	613
Soybean products	2020	Mito-shi	997
Other processed vegetables & seaweeds	2020	Mito-shi	897
Fruits	2020	Mito-shi	2745
Fresh fruits	2020	Mito-shi	2429
Processed fruits	2020	Mito-shi	316
Oils, fats & seasonings	2020	Mito-shi	2886
Oils & fats	2020	Mito-shi	310
Seasonings	2020	Mito-shi	2576
Cakes & candies	2020	Mito-shi	5327
Cooked food	2020	Mito-shi	9458
Cooked food with rice, bread or noodles	2020	Mito-shi	4355
Other cooked food	2020	Mito-shi	5103
Beverages	2020	Mito-shi	4393
Tea	2020	Mito-shi	1106
Coffee & cocoa	2020	Mito-shi	839
Other beverages	2020	Mito-shi	2449
Alcoholic beverages	2020	Mito-shi	2490
Meals outside the home	2020	Mito-shi	7554
Eating out	2020	Mito-shi	7188
School lunch	2020	Mito-shi	366
Charges for board	2020	Mito-shi	0
Housing	2020	Mito-shi	21792
Rents for dwelling & land	2020	Mito-shi	10624
Repairs & maintenance	2020	Mito-shi	11169
Tools & materials for repairs & maintenance	2020	Mito-shi	1236
Service charges for repairs & maintenance	2020	Mito-shi	9933
Fuel, light & water charges	2020	Mito-shi	19379
Electricity	2020	Mito-shi	9230
Gas	2020	Mito-shi	4289
Other fuel & light	2020	Mito-shi	713
Water & sewerage charges	2020	Mito-shi	5146
Furniture & household utensils	2020	Mito-shi	9190
Household durable goods	2020	Mito-shi	2267
Durable goods assisting housework	2020	Mito-shi	1456
Heating & cooling appliances	2020	Mito-shi	684
General furniture	2020	Mito-shi	127
Interior furnishings & decorations	2020	Mito-shi	567
Bedding	2020	Mito-shi	562
Domestic utensils	2020	Mito-shi	1938
Domestic non-durable goods	2020	Mito-shi	2874
Domestic services	2020	Mito-shi	983
Clothing & footwear	2020	Mito-shi	7484
Japanese clothing	2020	Mito-shi	100
Clothing	2020	Mito-shi	2317
Shirts & sweaters	2020	Mito-shi	1887
Underwear	2020	Mito-shi	849
Cloth & thread	2020	Mito-shi	103
Other clothing	2020	Mito-shi	679
Footwear	2020	Mito-shi	1029
Services related to clothing	2020	Mito-shi	519
Medical care	2020	Mito-shi	10811
Medicines	2020	Mito-shi	1994
Health fortification	2020	Mito-shi	573
Medical supplies & appliances	2020	Mito-shi	3255
Medical services	2020	Mito-shi	4990
Transportation & communication	2020	Mito-shi	37395
Public transportation	2020	Mito-shi	2251
Private transportation	2020	Mito-shi	21699
Purchase of vehicles	2020	Mito-shi	5690
Purchase of bicycles	2020	Mito-shi	70
Maintenance of vehicles	2020	Mito-shi	15939
Communication	2020	Mito-shi	13446
Education	2020	Mito-shi	4342
Culture & recreation	2020	Mito-shi	26902
Recreational durable goods	2020	Mito-shi	3494
Recreational goods	2020	Mito-shi	7905
Books & other reading materials	2020	Mito-shi	4455
Recreational services	2020	Mito-shi	11048
Accommodation services	2020	Mito-shi	472
Package tours	2020	Mito-shi	357
Lesson fees	2020	Mito-shi	1887
Other recreational services	2020	Mito-shi	8331
Other consumption expenditures	2020	Mito-shi	51225
Miscellaneous	2020	Mito-shi	19664
Personal care services	2020	Mito-shi	2718
Personal care goods	2020	Mito-shi	3745
Personal effects	2020	Mito-shi	1210
Tobacco	2020	Mito-shi	1652
Other miscellaneous	2020	Mito-shi	10339
Pocket money (of which, detailed uses unknown)	2020	Mito-shi	5713
Social expenses	2020	Mito-shi	18128
Other goods & services	2020	Mito-shi	323
Money gifts	2020	Mito-shi	7275
Other social expenses	2020	Mito-shi	3634
Remittance	2020	Mito-shi	7720
(Regrouped) Expenses for education	2020	Mito-shi	11809
(Regrouped) Expenses for culture & recreation	2020	Mito-shi	28780
(Regrouped) Intel exchange	2020	Mito-shi	16964
(Regrouped) Expense (except housing)	2020	Mito-shi	206636
(Regrouped) Sum of Goods & Services 1)	2020	Mito-shi	224771
Goods (commodities)	2020	Mito-shi	133747
Durable goods	2020	Mito-shi	15251
Semi-durable goods	2020	Mito-shi	19075
Non-durable goods	2020	Mito-shi	99421
Services	2020	Mito-shi	91024
Engel's coefficient (%)	2020	Mito-shi	24.3
Distribution of households	2020	Utsunomiya-shi	34
Num. of tabulated households	2020	Utsunomiya-shi	98
Num. of persons per household (persons)	2020	Utsunomiya-shi	2.6
Num. of earners per household (persons)	2020	Utsunomiya-shi	1.07
Age of household heads (years old)	2020	Utsunomiya-shi	59.9
Rate of owned dwellings (%)	2020	Utsunomiya-shi	83
Rate of rented dwellings & land (%)	2020	Utsunomiya-shi	14.8
Consumption expenditures	2020	Utsunomiya-shi	257320
Food	2020	Utsunomiya-shi	68846
Cereals	2020	Utsunomiya-shi	5693
Rice	2020	Utsunomiya-shi	1373
Bread	2020	Utsunomiya-shi	2252
Noodles	2020	Utsunomiya-shi	1584
Other cereals	2020	Utsunomiya-shi	484
Fish & shellfish	2020	Utsunomiya-shi	5369
Raw fish & shellfish	2020	Utsunomiya-shi	2889
Salted & dried fish	2020	Utsunomiya-shi	1029
Fish-paste products	2020	Utsunomiya-shi	633
Other processed fish	2020	Utsunomiya-shi	818
Meat	2020	Utsunomiya-shi	6439
Raw meat	2020	Utsunomiya-shi	5191
Processed meat	2020	Utsunomiya-shi	1248
Dairy products & eggs	2020	Utsunomiya-shi	3786
Fresh milk	2020	Utsunomiya-shi	1090
Dairy products	2020	Utsunomiya-shi	1992
Eggs	2020	Utsunomiya-shi	704
Vegetables & seaweeds	2020	Utsunomiya-shi	8494
Fresh vegetables	2020	Utsunomiya-shi	5658
Dried vegetables & seaweeds	2020	Utsunomiya-shi	708
Soybean products	2020	Utsunomiya-shi	1141
Other processed vegetables & seaweeds	2020	Utsunomiya-shi	987
Fruits	2020	Utsunomiya-shi	2759
Fresh fruits	2020	Utsunomiya-shi	2525
Processed fruits	2020	Utsunomiya-shi	235
Oils, fats & seasonings	2020	Utsunomiya-shi	3616
Oils & fats	2020	Utsunomiya-shi	407
Seasonings	2020	Utsunomiya-shi	3209
Cakes & candies	2020	Utsunomiya-shi	5848
Cooked food	2020	Utsunomiya-shi	9936
Cooked food with rice, bread or noodles	2020	Utsunomiya-shi	4229
Other cooked food	2020	Utsunomiya-shi	5707
Beverages	2020	Utsunomiya-shi	4807
Tea	2020	Utsunomiya-shi	1279
Coffee & cocoa	2020	Utsunomiya-shi	852
Other beverages	2020	Utsunomiya-shi	2676
Alcoholic beverages	2020	Utsunomiya-shi	3326
Meals outside the home	2020	Utsunomiya-shi	8774
Eating out	2020	Utsunomiya-shi	7928
School lunch	2020	Utsunomiya-shi	846
Charges for board	2020	Utsunomiya-shi	0
Housing	2020	Utsunomiya-shi	17133
Rents for dwelling & land	2020	Utsunomiya-shi	9080
Repairs & maintenance	2020	Utsunomiya-shi	8054
Tools & materials for repairs & maintenance	2020	Utsunomiya-shi	752
Service charges for repairs & maintenance	2020	Utsunomiya-shi	7301
Fuel, light & water charges	2020	Utsunomiya-shi	20346
Electricity	2020	Utsunomiya-shi	9124
Gas	2020	Utsunomiya-shi	4416
Other fuel & light	2020	Utsunomiya-shi	1041
Water & sewerage charges	2020	Utsunomiya-shi	5766
Furniture & household utensils	2020	Utsunomiya-shi	11706
Household durable goods	2020	Utsunomiya-shi	4338
Durable goods assisting housework	2020	Utsunomiya-shi	2521
Heating & cooling appliances	2020	Utsunomiya-shi	1302
General furniture	2020	Utsunomiya-shi	515
Interior furnishings & decorations	2020	Utsunomiya-shi	632
Bedding	2020	Utsunomiya-shi	817
Domestic utensils	2020	Utsunomiya-shi	2312
Domestic non-durable goods	2020	Utsunomiya-shi	3292
Domestic services	2020	Utsunomiya-shi	314
Clothing & footwear	2020	Utsunomiya-shi	7728
Japanese clothing	2020	Utsunomiya-shi	18
Clothing	2020	Utsunomiya-shi	2891
Shirts & sweaters	2020	Utsunomiya-shi	1544
Underwear	2020	Utsunomiya-shi	1013
